name,JHipsterRegister,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,Generate,Compile,Log.Compile,Build,protractor,cucumber,gatling,Log.Gen,Bug
292,jhipster146,,microservice,jwt,hazelcast,no,no,sql,DiskBased,mariadb,gradle,elasticsearch,,,,OK,OK,NA,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
293,jhipster147,X,gateway,jwt,hazelcast,no,spring-websocket,sql,DiskBased,mysql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
294,jhipster147,,gateway,jwt,hazelcast,no,spring-websocket,sql,DiskBased,mysql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
295,jhipster148,X,monolith,session,hazelcast,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
296,jhipster148,,monolith,session,hazelcast,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
297,jhipster149,X,monolith,session,hazelcast,no,no,sql,InMemory,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
298,jhipster149,,monolith,session,hazelcast,no,no,sql,InMemory,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
299,jhipster150,X,gateway,jwt,no,no,spring-websocket,sql,mysql,mysql,gradle,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
300,jhipster150,,gateway,jwt,no,no,spring-websocket,sql,mysql,mysql,gradle,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
301,jhipster151,X,monolith,session,no,hazelcast,spring-websocket,sql,mysql,mysql,gradle,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
302,jhipster151,,monolith,session,no,hazelcast,spring-websocket,sql,mysql,mysql,gradle,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
303,jhipster152,X,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,X,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
304,jhipster152,,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,X,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
305,jhipster153,X,gateway,uaa,ehcache,no,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
306,jhipster153,,gateway,uaa,ehcache,no,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
307,jhipster154,X,gateway,jwt,hazelcast,no,no,sql,InMemory,mariadb,gradle,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
308,jhipster154,,gateway,jwt,hazelcast,no,no,sql,InMemory,mariadb,gradle,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
309,jhipster155,X,gateway,jwt,ehcache,no,spring-websocket,sql,InMemory,mariadb,maven,no,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
310,jhipster155,,gateway,jwt,ehcache,no,spring-websocket,sql,InMemory,mariadb,maven,no,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
311,jhipster156,X,monolith,jwt,no,no,spring-websocket,sql,DiskBased,postgresql,gradle,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
312,jhipster156,,monolith,jwt,no,no,spring-websocket,sql,DiskBased,postgresql,gradle,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
313,jhipster157,X,gateway,jwt,no,hazelcast,no,sql,InMemory,mariadb,gradle,elasticsearch,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
314,jhipster157,,gateway,jwt,no,hazelcast,no,sql,InMemory,mariadb,gradle,elasticsearch,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
315,jhipster158,X,microservice,uaa,no,no,no,sql,DiskBased,mariadb,maven,elasticsearch,,,,OK,OK,NA,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
316,jhipster158,,microservice,uaa,no,no,no,sql,DiskBased,mariadb,maven,elasticsearch,,,,OK,OK,NA,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
317,jhipster159,X,gateway,jwt,no,no,spring-websocket,sql,DiskBased,mysql,maven,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
318,jhipster159,,gateway,jwt,no,no,spring-websocket,sql,DiskBased,mysql,maven,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
319,jhipster160,X,gateway,jwt,ehcache,no,no,sql,mysql,mysql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
320,jhipster160,,gateway,jwt,ehcache,no,no,sql,mysql,mysql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
321,jhipster161,X,monolith,session,ehcache,no,no,sql,InMemory,mariadb,maven,no,X,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
322,jhipster161,,monolith,session,ehcache,no,no,sql,InMemory,mariadb,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
323,jhipster162,X,monolith,session,no,no,no,sql,DiskBased,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
324,jhipster162,,monolith,session,no,no,no,sql,DiskBased,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
325,jhipster163,X,monolith,jwt,no,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
326,jhipster163,,monolith,jwt,no,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
327,jhipster164,X,monolith,session,hazelcast,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
328,jhipster164,,monolith,session,hazelcast,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
329,jhipster165,X,monolith,session,hazelcast,hazelcast,no,sql,mysql,mysql,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
330,jhipster165,,monolith,session,hazelcast,hazelcast,no,sql,mysql,mysql,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
331,jhipster166,X,monolith,jwt,hazelcast,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
332,jhipster166,,monolith,jwt,hazelcast,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
333,jhipster167,X,monolith,session,ehcache,no,no,sql,InMemory,mysql,gradle,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
334,jhipster167,,monolith,session,ehcache,no,no,sql,InMemory,mysql,gradle,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
335,jhipster168,X,gateway,uaa,no,hazelcast,spring-websocket,sql,DiskBased,mariadb,maven,no,,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
336,jhipster168,,gateway,uaa,no,hazelcast,spring-websocket,sql,DiskBased,mariadb,maven,no,,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
337,jhipster169,X,uaa,uaa,ehcache,no,no,sql,DiskBased,mariadb,maven,elasticsearch,,,,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
338,jhipster169,,uaa,uaa,ehcache,no,no,sql,DiskBased,mariadb,maven,elasticsearch,,,,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
339,jhipster170,X,monolith,jwt,no,no,no,sql,mariadb,mariadb,maven,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
340,jhipster170,,monolith,jwt,no,no,no,sql,mariadb,mariadb,maven,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
341,jhipster171,X,gateway,jwt,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,no,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
342,jhipster171,,gateway,jwt,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,no,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
343,jhipster172,X,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mariadb,maven,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
344,jhipster172,,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mariadb,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
345,jhipster173,X,gateway,jwt,hazelcast,hazelcast,spring-websocket,sql,InMemory,postgresql,maven,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
346,jhipster173,,gateway,jwt,hazelcast,hazelcast,spring-websocket,sql,InMemory,postgresql,maven,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
347,jhipster174,X,monolith,jwt,hazelcast,hazelcast,no,sql,InMemory,postgresql,gradle,elasticsearch,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
348,jhipster174,,monolith,jwt,hazelcast,hazelcast,no,sql,InMemory,postgresql,gradle,elasticsearch,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
349,jhipster175,X,monolith,jwt,no,hazelcast,no,sql,InMemory,mysql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
350,jhipster175,,monolith,jwt,no,hazelcast,no,sql,InMemory,mysql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
351,jhipster176,X,monolith,oauth2,no,no,no,sql,DiskBased,postgresql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
352,jhipster176,,monolith,oauth2,no,no,no,sql,DiskBased,postgresql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
353,jhipster177,X,monolith,session,hazelcast,hazelcast,spring-websocket,sql,mysql,mysql,maven,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
354,jhipster177,,monolith,session,hazelcast,hazelcast,spring-websocket,sql,mysql,mysql,maven,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
355,jhipster178,X,monolith,oauth2,hazelcast,no,no,sql,InMemory,mysql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
356,jhipster178,,monolith,oauth2,hazelcast,no,no,sql,InMemory,mysql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
357,jhipster179,X,monolith,jwt,ehcache,hazelcast,no,sql,InMemory,mariadb,gradle,no,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
358,jhipster179,,monolith,jwt,ehcache,hazelcast,no,sql,InMemory,mariadb,gradle,no,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
359,jhipster180,X,gateway,jwt,hazelcast,no,spring-websocket,sql,InMemory,mysql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
360,jhipster180,,gateway,jwt,hazelcast,no,spring-websocket,sql,InMemory,mysql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
361,jhipster181,X,gateway,jwt,no,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
362,jhipster181,,gateway,jwt,no,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
363,jhipster182,X,monolith,jwt,ehcache,hazelcast,no,sql,mysql,mysql,maven,elasticsearch,X,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
364,jhipster182,,monolith,jwt,ehcache,hazelcast,no,sql,mysql,mysql,maven,elasticsearch,X,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
365,jhipster183,X,monolith,session,no,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
366,jhipster183,,monolith,session,no,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
367,jhipster184,X,monolith,oauth2,hazelcast,no,spring-websocket,sql,mysql,mysql,maven,elasticsearch,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
368,jhipster184,,monolith,oauth2,hazelcast,no,spring-websocket,sql,mysql,mysql,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
369,jhipster185,X,gateway,jwt,hazelcast,no,no,sql,mysql,mysql,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
370,jhipster185,,gateway,jwt,hazelcast,no,no,sql,mysql,mysql,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
371,jhipster186,X,monolith,jwt,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,elasticsearch,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
372,jhipster186,,monolith,jwt,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,elasticsearch,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
373,jhipster187,X,monolith,oauth2,ehcache,no,no,sql,mysql,mysql,gradle,elasticsearch,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
374,jhipster187,,monolith,oauth2,ehcache,no,no,sql,mysql,mysql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
375,jhipster188,X,monolith,jwt,no,no,spring-websocket,sql,InMemory,mysql,gradle,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
376,jhipster188,,monolith,jwt,no,no,spring-websocket,sql,InMemory,mysql,gradle,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
377,jhipster189,X,gateway,uaa,ehcache,no,spring-websocket,sql,InMemory,postgresql,maven,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
378,jhipster189,,gateway,uaa,ehcache,no,spring-websocket,sql,InMemory,postgresql,maven,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
379,jhipster190,X,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mariadb,gradle,elasticsearch,X,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
380,jhipster190,,monolith,session,ehcache,no,spring-websocket,sql,InMemory,mariadb,gradle,elasticsearch,X,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
381,jhipster191,X,microservice,uaa,ehcache,no,no,sql,postgresql,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
382,jhipster191,,microservice,uaa,ehcache,no,no,sql,postgresql,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
383,jhipster192,X,monolith,jwt,hazelcast,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,no,X,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
384,jhipster192,,monolith,jwt,hazelcast,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
385,jhipster193,X,monolith,jwt,ehcache,no,spring-websocket,sql,DiskBased,mysql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
386,jhipster193,,monolith,jwt,ehcache,no,spring-websocket,sql,DiskBased,mysql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
387,jhipster194,X,monolith,jwt,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
388,jhipster194,,monolith,jwt,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
389,jhipster195,X,gateway,jwt,ehcache,no,no,sql,DiskBased,postgresql,maven,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
390,jhipster195,,gateway,jwt,ehcache,no,no,sql,DiskBased,postgresql,maven,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
391,jhipster196,X,monolith,oauth2,no,hazelcast,no,sql,postgresql,postgresql,maven,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
392,jhipster196,,monolith,oauth2,no,hazelcast,no,sql,postgresql,postgresql,maven,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
393,jhipster197,X,monolith,jwt,ehcache,no,spring-websocket,sql,DiskBased,mariadb,maven,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
394,jhipster197,,monolith,jwt,ehcache,no,spring-websocket,sql,DiskBased,mariadb,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
395,jhipster198,X,monolith,jwt,ehcache,hazelcast,no,sql,mysql,mysql,gradle,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
396,jhipster198,,monolith,jwt,ehcache,hazelcast,no,sql,mysql,mysql,gradle,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
397,jhipster199,X,monolith,session,no,no,no,sql,DiskBased,mariadb,maven,no,X,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
398,jhipster199,,monolith,session,no,no,no,sql,DiskBased,mariadb,maven,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
399,jhipster200,X,microservice,jwt,hazelcast,no,no,sql,InMemory,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
400,jhipster200,,microservice,jwt,hazelcast,no,no,sql,InMemory,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
401,jhipster201,X,gateway,jwt,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,elasticsearch,,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
402,jhipster201,,gateway,jwt,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,elasticsearch,,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
403,jhipster202,X,monolith,session,hazelcast,hazelcast,spring-websocket,sql,DiskBased,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
404,jhipster202,,monolith,session,hazelcast,hazelcast,spring-websocket,sql,DiskBased,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
405,jhipster203,X,monolith,session,ehcache,hazelcast,no,sql,DiskBased,mysql,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
406,jhipster203,,monolith,session,ehcache,hazelcast,no,sql,DiskBased,mysql,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
407,jhipster204,X,gateway,jwt,hazelcast,hazelcast,spring-websocket,sql,postgresql,postgresql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
408,jhipster204,,gateway,jwt,hazelcast,hazelcast,spring-websocket,sql,postgresql,postgresql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
409,jhipster205,X,gateway,jwt,no,hazelcast,spring-websocket,sql,InMemory,mariadb,gradle,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
410,jhipster205,,gateway,jwt,no,hazelcast,spring-websocket,sql,InMemory,mariadb,gradle,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
